Clause,Term,Opinion,Category,Category Score,Polarity,Polarity Score,Original Sentence
ineffective reservation process,reservation,,Amenity,0.48942801356315613,Negative,0.9997,"ineffective reservation process, poor customer experience, and weak guest management"
poor customer experience,customer,,Facility,0.5699672698974609,Negative,0.9998,"ineffective reservation process, poor customer experience, and weak guest management"
weak guest management,management,,Amenity,0.8412147760391235,Negative,0.9998,"ineffective reservation process, poor customer experience, and weak guest management"
confusing reservation system,reservation system,confusing,Facility,0.8437782526016235,Negative,0.9986,"confusing reservation system, ineffective security management, and poor guest services"
ineffective security management,security management,ineffective,Amenity,0.7431425452232361,Negative,0.9998,"confusing reservation system, ineffective security management, and poor guest services"
poor guest services,guest services,poor,Service,0.9428558349609375,Negative,0.9998,"confusing reservation system, ineffective security management, and poor guest services"
disorganized reservation process,reservation process,"disorganized, weak",Facility,0.7951149344444275,Negative,0.9979,"disorganized reservation process, weak guest services, and ineffective customer experience"
weak guest services,guest services,,Service,0.6437370777130127,Negative,0.9997,"disorganized reservation process, weak guest services, and ineffective customer experience"
ineffective customer experience,customer experience,ineffective,Facility,0.627997100353241,Negative,0.9998,"disorganized reservation process, weak guest services, and ineffective customer experience"
unresponsive reservation system,reservation system,unresponsive,Facility,0.5882578492164612,Negative,0.9943,"unresponsive reservation system, poor security management, and outdated guest management"
poor security management,security management,poor,Amenity,0.8769519329071045,Negative,0.9998,"unresponsive reservation system, poor security management, and outdated guest management"
outdated guest management,guest management,outdated,Amenity,0.7355535626411438,Negative,0.9998,"unresponsive reservation system, poor security management, and outdated guest management"
ineffective reservation system,reservation system,,Facility,0.694818377494812,Negative,0.9997,"ineffective reservation system, outdated guest management, and weak customer service"
outdated guest management,guest management,,Amenity,0.7355535626411438,Negative,0.9998,"ineffective reservation system, outdated guest management, and weak customer service"
weak customer service,customer service,,Amenity,0.7434194684028625,Negative,0.9998,"ineffective reservation system, outdated guest management, and weak customer service"
disorganized reservation handling,reservation,"disorganized, poor",Facility,0.8670902848243713,Negative,0.9992,"disorganized reservation handling, poor security management, and ineffective guest services"
poor security management,security,,Amenity,0.8769519329071045,Negative,0.9998,"disorganized reservation handling, poor security management, and ineffective guest services"
ineffective guest services,services,ineffective,Service,0.5911454558372498,Negative,0.9996,"disorganized reservation handling, poor security management, and ineffective guest services"
confusing reservation system,reservation system,,Facility,0.8437780737876892,Negative,0.9986,"confusing reservation system, weak guest management, and poor customer service"
weak guest management,guest management,,Amenity,0.8412154316902161,Negative,0.9998,"confusing reservation system, weak guest management, and poor customer service"
poor customer service,customer service,,Service,0.7573387622833252,Negative,0.9998,"confusing reservation system, weak guest management, and poor customer service"
ineffective reservation system,reservation system,,Facility,0.694818377494812,Negative,0.9997,"ineffective reservation system, outdated guest management, and weak security management"
outdated guest management,guest management,,Amenity,0.7355535626411438,Negative,0.9998,"ineffective reservation system, outdated guest management, and weak security management"
